Symbol	SRR2182228	SRR2182229	SRR2182230	SRR2182231	SRR2182232	SRR2182233	SRR2182234	SRR2182235	SRR2182285	SRR2182286	SRR2182287	SRR2182288	SRR2182289	SRR2182290	SRR2182291	SRR2182292	SRR2182293	SRR2182294	SRR2182295	SRR2182296	SRR2182297	SRR2182298	SRR2182299	SRR2182300	SRR2182301	SRR2182302	SRR2182303	SRR2182304	SRR2182305	SRR2182306	SRR2182307	SRR2182308	SRR2182309	SRR2182310	SRR2182311	SRR2182312	SRR2182313	SRR2182314	SRR2182315	SRR2182316	SRR2182317	SRR2182318	SRR2182319	SRR2182320	SRR2182321	SRR2182322	SRR2182323	SRR2182324	SRR2182325	SRR2182326	SRR2182327	SRR2182328	SRR2182329	SRR2182330	SRR2182331
Prnp	47281	36255	38087	44576	41252	48606	57443	38998	33992	15244	26685	22854	13311	55614	23369	27370	21267	19238	50385	16946	29027	56997	17459	25875	35367	16220	25894	46596	25799	48479	16959	45306	23483	17653	48410	30293	20026	16153	36428	52400	28343	53375	30200	53129	34202	125957	22689	70065	28184	16711	33784	44155	22906	124241	20075
Kcnq2	27218	32789	25267	26506	25975	30696	30317	38607	27610	9201	30211	20864	10258	52007	22796	22732	16431	5893	43337	21313	32661	53331	22428	32537	36518	20879	34018	58631	27358	61572	25022	33636	15941	13678	33193	28830	13622	13238	23354	44405	18941	42265	20347	54646	25238	128845	19248	30034	25883	16393	28741	39722	20110	122073	17662
Stxbp1	44600	39780	33689	43018	33969	45698	50400	33030	47149	20183	32954	32891	18684	75411	27490	37679	30481	20423	65557	19645	34652	70477	22646	32007	40334	20353	30037	55499	29429	66275	20940	54799	31226	21026	55378	44350	24090	22801	40238	62141	35901	71547	34485	54171	31115	125766	20094	54154	27810	13986	30998	40389	22062	115290	17137
Itpr1	17876	18310	19947	19704	22283	20201	23179	16549	42566	12870	47372	35280	10921	59268	26443	27600	18889	5310	43565	33156	50152	82278	38498	52291	64587	33511	50714	85331	48293	96400	37098	39180	20845	16921	46214	44536	19803	21748	26742	75474	29099	60769	23154	28361	16640	55886	8250	11927	12597	7369	10558	21404	9383	74300	9314
Cds2	42899	36532	29536	43395	35867	44714	45205	37520	30091	9933	32250	25664	14111	65327	24816	30013	20698	11394	58284	19013	33010	50381	22261	31913	29634	21665	33661	51191	26485	56755	22157	48344	21019	17886	48991	32075	16735	15720	34215	57168	26157	47251	27410	56023	25980	127478	19540	24760	30815	16054	31851	41543	24095	121643	18151
Tmsb4x	29236	38292	41005	47835	66928	54985	67330	59227	24024	13760	19481	16803	8845	38650	15115	17840	14088	23162	29477	11731	21248	49285	14559	17957	25776	13767	19185	31901	18506	41359	13721	30203	16032	13342	34953	18235	12205	13404	26251	38953	17325	41094	24056	37705	25584	89668	19516	115781	21326	12292	29389	32153	17483	88515	18336
Srrm2	34276	32203	31301	26560	36515	32625	33757	23335	37218	17559	26327	25048	11811	67624	22006	25462	19357	18475	46719	24107	33552	74073	20851	37502	45200	24275	29116	68702	32437	70762	20403	56158	24362	20041	46074	39079	19171	21636	35603	68649	26380	68114	31551	44737	16852	106881	14999	82664	20218	15386	24253	27316	16030	98091	13474
Cx3cl1	25834	25278	19239	28387	25663	27227	27626	20591	37706	14220	36026	28817	12161	63795	24699	26782	19969	7798	48941	36466	52155	95373	34207	49885	58434	31903	50208	84767	41827	96552	35162	45502	21378	16890	43780	46176	17743	18811	29033	61892	23530	51307	24564	34236	18218	82310	12538	28518	18733	10519	21750	26923	14788	83012	11215
Gabbr1	33269	31539	28723	30216	36850	34930	35163	31545	45077	18316	35301	30773	15783	69508	27119	33068	24448	16668	53641	23989	40222	75656	26635	43011	51404	24081	38792	72217	36126	77331	26360	48215	24285	20224	53405	41508	23680	20968	37596	63539	31901	61871	25944	54494	27102	113748	19032	51100	28286	13307	28379	37349	24261	116487	16727
Mapk1	37065	41370	22715	35400	42528	39277	35634	39543	31405	10725	34651	22841	11382	56492	24935	27151	18478	7737	46975	25849	40384	70459	29125	40194	47986	24943	40102	68926	34960	73383	29387	34339	17514	14338	37515	29980	14697	14146	27645	48977	21911	41828	23396	46213	27315	118678	20763	20129	26719	14827	33360	36787	21950	115271	17028
Psd3	46057	39822	35816	49516	32563	48386	57522	45826	18525	5480	23938	15269	7480	37984	18391	18435	12344	5579	35956	12536	21508	33607	15512	20349	22174	13286	21511	34637	16067	39438	15888	33074	19110	13383	39186	25476	15747	13246	29264	42635	23522	44908	23486	54856	28496	120534	19995	19934	25445	15963	28245	42765	20644	115349	18335
Aldoc	35350	34462	28309	43925	37195	45476	47156	23195	50766	24705	31591	35829	18482	74226	22796	34772	31368	24565	54722	19874	33830	62626	19253	30436	41231	18470	26448	56556	30389	58124	18634	43719	21539	16561	44967	31666	16566	16627	30926	65325	24742	49815	27171	51268	30466	104694	19821	96056	28578	15144	29286	41369	23256	112643	18143
Camk2n1	33480	36069	20466	37932	35652	34701	34345	21166	61720	30832	58672	50766	17590	85975	38243	38569	28397	23323	58715	23051	34711	74863	31877	36787	45494	25139	38811	68722	32785	92349	29083	46221	32212	22369	69431	45151	25391	26031	47304	81774	36863	78949	35555	30546	21819	87498	17467	62316	19682	10922	28305	28082	15846	84110	14024
Atp6v1a	37187	41822	27319	36460	38110	43567	41580	43968	20214	8175	17904	14411	8429	37048	16853	18947	13959	9871	38263	11570	20619	37367	13460	18471	22188	11181	19395	29876	16218	34132	13009	32330	17215	11595	34768	23271	13942	11926	26484	37218	21473	37739	20983	53946	27137	121018	20789	25647	26211	15533	33989	43027	21194	120038	17502
Aak1	39508	44451	32732	39133	34264	39084	44862	47299	17154	5477	21871	14399	7672	40071	18359	18376	12558	4764	40143	13829	20455	35574	14848	21197	21214	13034	21925	34185	15220	39454	17838	30191	15279	11685	34569	23963	14102	13652	25078	39865	20659	39367	19693	46750	23093	121554	19018	16338	21545	15062	29448	36635	19486	114210	15524
Ntrk2	53210	44108	41530	62643	54159	62204	65847	39610	33857	12114	30678	24486	14486	65756	24376	30734	23806	10911	57671	17127	30927	51683	18567	27551	33113	18302	29696	51417	23130	52328	19338	56548	23850	21140	59114	38287	22227	21556	42846	78211	30880	64203	39018	48763	24129	99547	17148	29832	24957	14479	25799	35938	18827	102893	15417
Ppia	41623	38948	38169	38669	54031	46325	57942	42202	36225	18898	29495	25514	13170	57954	23186	26399	21300	24552	47143	16706	30494	69016	20818	27328	37064	18977	27191	46385	26545	59768	19748	40621	21605	17439	50082	29440	17099	18712	35337	54106	25094	54123	31734	46301	28416	107005	21528	93252	23882	13979	34337	36606	19737	102878	19075
Slc24a2	20639	36080	18433	23274	25101	26710	28493	50528	17260	6050	22062	13339	6814	34457	11781	13806	10912	3792	25197	10082	18226	30995	15114	17311	15475	11257	18665	27377	11257	35816	13494	22704	12523	8282	31800	20837	9910	12222	20948	35257	14896	35272	14001	47295	23356	117058	19142	19543	22520	12439	27402	35379	18246	114576	17747
Dclk1	48798	41129	38575	44725	33879	48267	52839	25971	30438	10099	41197	24988	12494	61036	30077	28939	20363	6600	57868	20641	38483	65971	27780	38384	38074	22850	35860	58233	27919	67835	27917	48344	27586	19773	57602	44276	23974	23614	41786	67397	35144	68544	35514	40148	22013	101878	17138	19055	22787	13453	27182	30103	17355	107042	15507
Slc1a3	41625	53289	50561	68973	71197	72495	68472	52408	30139	10398	26776	20894	12014	52079	19582	23293	19585	8363	42086	15981	28744	49023	18485	25002	36307	17007	27789	46716	25949	47691	17424	39833	17499	15529	38834	27497	14648	13692	27748	49445	21334	47573	25567	43025	21034	90635	16083	26859	24036	13571	26362	32993	19162	99530	14691
Ptprn	25843	22153	19991	18391	17433	22369	24676	24305	33109	14045	26587	24883	11927	62182	22112	27711	20815	10415	47335	26773	42168	72695	22743	42503	44371	25221	34919	74291	33680	71339	24844	48725	22105	17265	40223	39135	17465	18722	30873	61555	26050	55733	26604	49301	23482	102138	14634	52785	22090	13530	23126	34238	17317	92965	13913
Ttr	16	61	25	24	405	26	44	116	5774	1206	2251	631	1071	1164	23660	39656	1793	3624	1237	81	158	436	331	99	53	2115	72	307	46	346	108	82	58	39	103938	82	46	43	84	193	54	6906	219	88800	1257	3031	497	2512	1591	2414	715	59132	1277	2028	374
Shank1	27831	31836	23352	28474	22445	33441	29551	25672	13394	4000	11551	9208	5823	27086	11965	13525	9050	2543	27184	5765	11177	19354	6096	11007	10215	6539	9049	19931	7463	20973	6087	36184	16605	12769	27442	22205	13152	11335	20160	29661	19516	46724	18854	47537	22124	110553	15351	23394	25792	12825	21815	33315	20999	110670	13116
H2-K1	2658	37796	51604	49083	80973	52590	65288	74976	1652	899	1094	1103	610	2404	770	1040	958	1051	1605	560	929	2395	697	710	1195	980	630	1689	981	1941	557	1315	841	636	1646	1116	691	719	1225	2092	806	1856	1095	959	794	2458	562	3899	1177	420	890	1023	953	3346	472
Prkar1a	37448	32275	28732	38001	37015	41479	43845	32839	37462	14640	29631	29143	15260	68601	24610	33125	25859	18838	55976	20986	35505	70375	20969	30663	43859	21901	30502	57867	31021	64528	21308	52565	22636	18045	46193	35286	18002	17506	34424	59662	27507	55617	29918	52840	29632	112176	20541	33236	25793	13643	30101	41537	20084	106240	18543
Maged1	32550	25946	22537	26907	30237	32605	32203	23694	38437	18793	24631	26590	14692	59572	21365	29042	23831	29513	51293	21676	35200	76759	20794	32412	48593	21337	30464	59993	35281	64069	20178	44625	20327	16879	37813	30877	16280	16005	29882	51918	23473	48864	27668	45275	24518	92785	16332	101037	23341	13527	26034	33471	19031	91864	14922
Nckap1	28638	39190	21063	32188	33857	36951	29821	38590	28347	11367	26476	22190	9381	48684	19241	21615	16478	8401	36210	17131	29369	51362	19959	26627	33108	18540	25728	46791	23546	55206	19251	30790	16682	12218	32861	27425	13562	13060	23478	42719	19125	38189	20307	47156	28416	117559	20235	30015	25346	14345	31042	38940	20485	114586	18590
Stum	15272	19823	13771	10260	18313	18024	15051	32924	10689	3315	12902	7984	4876	18735	12237	11007	7574	3019	21915	6912	12797	19688	7932	11364	13096	6404	10864	17892	8905	20170	7880	16859	5988	6110	12635	9173	5747	4080	8295	14087	8520	14403	9579	49301	27249	108205	17866	26717	24172	13401	25784	37636	19383	108629	17664
Sv2b	32497	23833	24805	28069	11043	25780	37953	40352	5399	1776	9954	5930	3550	13908	11545	7465	5430	2211	16303	6701	14617	22071	8236	12122	12006	7606	9850	17582	9125	23268	7204	26038	18085	12238	35712	22500	15974	10606	25838	32846	23266	43025	22747	50190	26312	111670	16352	18957	21020	11381	25473	38567	16648	97288	16026
Pja2	39769	41441	26055	43386	39861	45820	41001	43633	33428	13241	33115	25756	12868	59990	24870	27673	20575	13077	50180	20828	34689	63322	24921	32044	41207	21602	32833	55776	30216	65229	23773	34914	17447	13611	35993	29673	14289	14635	26356	47156	20610	41305	22446	47312	27680	113014	20985	28298	25711	14233	32456	39640	20916	105395	18398
Gprasp1	44429	32569	28988	38853	36725	42789	44344	30210	42303	19004	30256	31677	16978	75451	26567	37467	27067	25506	69294	24963	40069	80106	24021	35826	51454	24898	34748	69457	37467	71671	24180	49146	22521	17813	41252	33723	17598	17028	31943	57406	25654	51214	28819	49620	26531	99045	17146	37953	23580	14254	27995	37228	19057	93431	16452
Ndrg2	44070	35962	36642	54205	41139	49769	52048	27400	57659	26832	37705	40058	24846	89546	25316	40531	39270	23204	65507	16757	29989	56182	20237	27707	41658	18089	28445	54469	29938	52459	17850	36121	18479	15802	42995	26937	16736	15804	30507	52741	23777	47071	23702	44262	26872	98435	18773	48883	27234	14474	28146	36916	22540	101370	16453
Tuba1b	35329	38189	39900	41048	47075	47692	57676	44349	33480	17305	18841	22515	13087	49814	17030	24118	20792	27720	43456	10027	18628	44814	10057	15654	22007	10537	14241	29333	16147	34943	9635	43303	22782	16897	43219	30181	16975	17510	32948	50458	25402	51647	29897	43877	26148	95317	18329	92063	22909	11890	27336	32602	18535	88473	15587
Tubb4a	26519	31202	25857	26742	22536	32609	37598	32293	45100	24290	24017	30605	17438	64441	19620	30529	28143	22327	44056	14900	25505	56831	15316	24739	32094	15959	19378	44268	23019	49809	14073	53967	30553	21021	64737	40690	27168	25722	49017	78857	39155	78679	34185	41903	23855	91259	15721	71311	21894	9858	23026	30233	17141	83025	13411
Ywhae	38819	37932	28787	41753	41424	45767	45780	42330	35671	16796	26962	25478	12857	52900	22890	27787	20856	19080	44458	20355	34114	66199	20811	29528	41409	19194	28067	51251	28568	58703	21502	42200	21004	15535	40050	27895	15663	16186	29457	55097	23478	48122	26180	49241	31102	108511	20486	62782	25673	13524	32826	43427	19615	102944	18038
Atp1a1	31050	35490	22519	36695	40914	38400	32578	34078	31134	14408	26403	21494	10994	48536	20769	23693	17380	14394	39742	23081	40125	77590	23227	35905	50069	23026	33981	64055	36332	71051	23618	39747	23126	15375	44718	37131	17927	18122	30443	54267	25444	52151	25610	44301	23884	91975	16290	64477	23820	12688	28021	34238	19419	95898	15046
Kcnab2	17937	26996	15361	19685	21026	22861	21553	27819	21685	8446	17767	14453	7662	33410	12938	15550	12594	3461	24911	8904	15422	28132	10610	14432	16302	8652	13939	24423	10713	28352	10463	18158	9639	7336	19094	12367	7666	7263	13477	22009	11172	24133	12092	38243	24113	111344	18387	38501	22711	11521	25486	34156	18204	105291	14542
Ywhab	35370	36198	25050	37209	38245	41619	39218	38065	30681	13578	23087	21264	11594	48911	20000	23373	18896	15757	43202	14847	25807	52783	17245	22859	30933	15537	22494	41596	22591	48391	16179	35683	19461	14945	37501	27863	15601	15724	28450	43558	22501	47551	24776	45794	28306	109025	21360	52310	25931	14415	32765	37779	21109	107196	18331
Itm2b	35974	43441	41872	57197	71356	56012	64352	55300	29953	14271	22449	20697	11412	47346	17591	21357	18589	17328	37409	15273	25883	54677	16869	22263	32871	17424	23895	41733	23962	48098	16312	30943	16188	12562	35970	23358	13374	14221	26728	43774	18949	40070	20825	35489	21658	85387	15634	62887	21734	11125	23864	28337	17438	86444	13739
Cltc	38077	37749	31895	43139	41213	44689	48424	41841	37073	16324	31829	27706	14530	67955	22789	30151	23822	16875	53553	20809	35842	63308	23931	33417	38414	21634	31816	56685	28900	63456	24054	41224	21934	16452	44799	34607	17719	17095	33547	58745	25247	50757	25572	46355	24674	101046	17372	35537	23599	13096	26564	35882	19175	99426	15996
Bsn	22467	29856	17639	22548	22996	27717	25381	33196	17408	5867	17529	13328	6304	27170	14182	14673	10224	3706	24201	10082	18166	28951	10897	17657	17228	9780	14444	27749	12691	32101	10880	32657	18431	11968	31712	26492	14473	12976	22548	36387	21568	45307	20260	50202	26121	108226	16922	32860	26206	13224	25070	37945	21361	102370	15173
Prkce	32290	40964	21037	31359	33481	37194	29918	36571	19448	7228	20508	15280	7672	33841	16211	17537	12047	6819	29770	9882	18633	32911	11679	16709	18745	10181	15485	26814	13481	32242	11283	28631	15388	10784	27976	20691	12151	11212	21132	32756	17574	36211	17954	41888	26003	109120	19139	28173	25073	12792	28953	35152	20336	103308	15797
Slc12a5	33126	28444	20300	24886	21068	25593	34293	17978	35811	17292	33522	28432	13645	71925	25218	30173	21085	16011	57651	23865	35497	69784	24363	36473	42905	23670	35340	67273	31538	74574	25938	38801	16255	14044	32449	26794	14020	13074	24405	46272	19908	41112	20971	36670	18289	85068	12891	41664	18038	11866	21704	26900	14536	84847	12034
Cfl1	31148	31463	32002	32740	40079	37908	47222	38547	36678	18893	27998	26461	13165	54082	21649	25703	21198	25094	42079	16927	31215	68427	19610	28376	39057	18908	26947	48220	28663	59044	18841	39820	21803	17039	45578	30922	17709	18276	33824	54324	25292	53347	29078	38959	24760	91114	17888	92929	22094	11257	26561	30787	18041	85645	15596
Prkcg	22472	21120	17906	16777	12894	21030	23927	24075	11847	4700	11480	9636	5347	21446	11884	12769	8215	3398	20218	6659	12373	23027	6569	11285	13980	6839	10008	20347	10211	23589	7113	20991	12392	8627	21804	17171	10901	8091	16528	23572	15608	30557	15504	42787	25975	106304	15773	51476	22416	11067	22353	32015	17798	95784	14429
ND3	30662	20852	22714	28099	24689	32653	37833	22302	42086	24844	39118	30127	14645	67259	27055	30614	23446	26043	50270	23820	34496	83870	30140	34311	43007	24068	40973	54596	30852	77839	28667	27072	14568	13290	32937	20917	11684	13355	24936	39439	16860	39834	21444	30858	23453	76769	16868	76709	17507	11691	24707	30381	14367	77626	14691
Septin3	36102	38965	27508	35292	29785	39982	41233	30240	18181	5988	15573	13155	6767	31003	14282	16723	11595	4020	29932	10888	19293	33899	11291	17840	20782	11210	16406	30567	14881	33663	11629	33060	17916	12708	34078	27624	14795	12667	26702	39294	21951	42994	21561	42578	26021	104177	17939	27061	23283	12793	27712	34211	19448	101546	16321
Atp6v0a1	33632	30999	19148	30540	22383	31653	36748	32050	21821	9133	24868	16341	8132	44883	18649	21393	14603	7498	34782	15641	24935	40120	16372	20236	24168	13462	18583	37117	16563	38933	16909	31083	17389	12120	33072	23366	14919	13017	26904	43555	21524	43083	22467	40992	21342	106921	16030	38999	19371	14036	23783	33552	14612	101769	15138
Sort1	28072	34271	21382	28612	28920	31834	29795	37493	21993	8139	22251	16114	7956	36444	15996	16777	12783	6613	29665	12367	21629	37352	14208	20993	21991	12095	19154	32857	16190	38195	14297	26416	14055	10371	29731	22325	12446	11109	21721	38396	17877	34497	17602	43639	24366	105809	17740	35216	23917	13142	26447	35329	19337	103717	15595
Syne1	33660	35258	24751	29846	31112	35145	34999	24361	28374	10078	31397	21676	10000	54163	21574	23192	16265	4862	41736	21625	34234	57563	23325	33100	38449	21681	32455	58068	27547	62094	23589	35284	17071	13548	34682	31206	13750	13512	25318	50792	20272	41447	21782	41442	21972	88787	16720	24499	22444	13144	25780	32075	18261	103455	14933
H2-D1	3875	35674	49246	43057	71376	46147	62148	65225	2604	1052	1531	1507	886	3717	1006	1637	1217	1541	2559	753	1552	3328	924	1350	1697	1337	1261	2489	1532	2864	815	1874	1137	895	2476	1363	695	891	2227	2821	1063	2811	1377	1610	974	3478	853	3116	1635	484	1060	1130	1077	3994	612
Klc1	25188	19407	18071	20909	21292	24809	25730	16123	32577	13093	22434	21335	11570	50609	19851	25054	18095	21844	38206	16432	27661	62204	16427	24244	35980	15476	22365	41770	24553	50987	15482	43043	22216	17809	41183	27751	17624	17790	30695	50569	24554	58244	27296	40289	22330	94514	16307	69293	21100	11446	26484	32463	17609	88696	15444
Eif4g2	28313	30502	25792	35894	41680	38121	39462	36535	27873	13653	27244	22695	10319	52355	20676	26788	18068	14325	44988	21891	34216	55612	20420	29370	36020	18126	28585	54243	24627	51824	20211	47436	22078	15631	42930	32530	17061	16334	32838	65433	24156	48036	27623	46539	26477	97780	16412	30693	22569	12313	27299	39103	17640	94840	16498
Prrc2a	20247	20638	20167	22240	26888	28141	24664	18288	30812	14736	17741	21207	10185	43079	13708	18987	16738	19850	27798	15563	24257	56069	14104	24757	36410	16754	19912	47291	26311	49003	13015	29673	15137	12864	27001	25387	13527	11834	19101	42022	18834	40151	18333	30082	16232	68068	10753	109025	19170	9545	16939	19053	15526	69330	10022
Rab3c	49449	26704	35930	32689	25648	39211	52484	25462	25625	9294	28253	18603	11012	50844	24490	23803	17716	10891	51373	14274	22579	42410	16913	22464	26240	15179	22656	38454	19160	45650	16519	25154	13641	10779	27068	20182	12373	9670	21985	33101	18166	32536	18747	47704	26261	92679	17926	20026	21422	13583	25557	35296	17412	99567	17360
Pafah1b1	36808	38318	26971	43221	37402	41667	44068	44999	23625	10774	27908	18082	9725	51606	21167	22836	16642	12419	47110	15482	27496	44411	19126	21990	26071	16352	25457	39792	19388	46598	19761	35049	18598	13272	38242	26025	15754	13699	31072	46955	21009	39416	22627	40842	23808	99764	18857	26779	20400	12327	26833	35298	16647	97258	16267
Dynll2	29357	26961	23126	28267	25090	33168	35803	24478	46482	22634	30508	33767	16727	69453	23643	33027	27784	26261	51692	20371	35314	76116	22360	31846	44206	21054	30872	58527	32171	68044	22222	39066	19776	15455	39542	30867	16032	16399	28784	54335	22877	48120	23361	39020	23907	84000	15167	58813	20121	11368	23260	29978	16246	82185	13556
Ids	44842	37609	35247	44220	31543	47296	49556	38008	24898	8818	23840	18119	10221	46387	20613	22992	16604	9019	42332	17588	30962	53006	19936	27529	35253	18135	27350	47983	25669	51278	19676	36691	19610	14732	39519	29978	16336	14946	29585	47206	23769	47842	25126	43256	24425	98553	17057	18795	22125	12567	25247	34193	18187	91409	15185
Nisch	33597	29346	26058	29193	37396	33529	33704	25624	27954	11584	25367	20217	11004	52124	20558	23802	17983	11872	44274	19311	28304	53928	18629	27180	36026	19817	27240	53594	25087	53621	19886	40352	19221	15149	38753	30672	16366	15451	29956	54755	22698	46825	27103	41983	20959	92671	15158	47308	23501	13541	23694	30968	18041	99198	13132
Adgrb2	21120	25420	14659	22757	21367	23823	17962	17705	25845	10680	17039	16727	8619	38907	14406	16883	13901	7503	28348	16061	24775	46464	13815	25947	29975	16093	20714	45912	21802	43090	13688	31272	14975	10773	25711	25782	10345	9977	19074	36741	16578	37763	16877	38000	18934	89953	12556	74145	21030	11377	21397	26741	16795	91122	11651
Psd	17094	18585	11071	18411	15969	19951	16651	12581	29240	13123	22870	19831	9885	40697	17280	18414	15293	9919	30431	20548	33075	66108	20295	32986	44979	21199	29350	58142	32597	61001	20519	27435	14742	11840	28089	25418	12120	11746	19102	38443	17255	38598	17914	28864	17899	75885	12885	80229	19628	9377	18848	23010	15234	73660	10922
Chgb	13597	34552	10188	19843	20995	19412	16898	32790	12780	6240	10640	10041	4636	20374	10091	10767	7256	7663	16374	6153	12399	24343	7213	11016	13248	6983	9295	16050	9506	23531	6569	18657	10353	7243	18337	15364	7118	7963	11723	21030	10496	24935	11537	28121	18675	96941	15982	80932	16948	7569	21402	24289	13837	73466	10989
Dlgap1	32425	33120	23713	33363	29560	33935	33615	26884	10190	3493	12182	7566	4435	19843	12045	10488	7266	4479	21564	4118	9173	16868	5820	7720	7991	4611	7026	12197	5820	14873	4712	25411	13598	9489	27244	17414	10609	9737	20929	23579	16331	32768	17596	39072	21482	92584	16512	17958	20462	11361	26094	31235	16832	94972	15261
Ctsd	23494	43157	40056	60208	68547	61986	66228	72171	19054	10108	12780	12989	7232	27876	9673	13505	11710	11772	20951	7345	11980	26861	7791	11353	16093	8012	10633	21046	11625	23954	7123	16152	8339	6515	20159	12540	6940	7004	13453	22323	10098	21034	11016	17635	9298	35876	6688	42513	9700	4879	10137	13453	7862	35898	5871
Slc6a17	30731	25351	24274	22774	22595	28008	32674	25156	24479	10697	17314	16024	9153	38285	15729	19170	15173	11090	32029	11993	23010	42600	11461	20920	25518	12053	16378	36748	16197	37324	11621	37649	20048	13656	36901	29848	15643	15631	26567	42402	22302	46874	22771	44585	23094	93309	15645	76378	23115	12276	22488	34441	18387	88515	14364
Ap2m1	26951	26403	22947	24976	27341	27199	33679	21405	34911	15368	27273	23314	12348	52053	21047	24194	19898	14049	46152	15522	28501	58284	17874	27218	34600	16378	24401	44806	24755	52455	17665	41501	20726	15829	45242	28788	17276	16514	32954	50102	25718	51597	27510	41817	23726	96222	16689	60146	21181	11540	26381	31806	18091	90276	15172
Trank1	27980	23917	21404	22170	22270	23968	23450	13632	27049	9883	34886	20701	8774	57497	23290	21723	14670	5325	42487	29963	40051	66837	27976	42619	42664	26822	41263	71810	31483	78532	30838	34935	17069	13672	37076	30074	13460	13936	27724	51638	19984	47138	23497	24786	10726	57446	9484	13455	11888	8527	16067	16606	9499	63253	8124
Abr	30437	37915	18813	30014	32934	35379	30239	26888	22744	7853	18128	15655	8697	38132	15763	19663	14547	6471	33952	13530	23562	42070	13525	20972	26472	12775	19817	36701	18965	39150	14123	32178	14229	12083	27918	21569	11932	10301	20094	32898	18105	34553	19306	41043	21399	99250	15672	23588	25383	12089	26010	32755	20887	101147	13272
Rapgef4	17919	18955	16412	18095	13347	21397	22901	18490	24708	11506	22130	18378	9108	40147	17543	19724	14727	10386	35674	11561	18273	31449	11944	17194	18618	11278	15835	32691	14052	31892	11351	45936	27923	16207	74768	30460	24885	21754	50604	82383	35951	69314	27881	25820	15392	62261	11137	21568	12660	7569	15043	21034	9735	61604	9594
Snrpn	30556	28926	25173	29568	25078	34228	38048	28715	32664	16929	23375	23268	12462	48389	18451	23866	19805	22767	40602	12178	23035	50323	14614	20217	28237	13600	18588	35810	20291	43342	12890	33983	18475	13165	34165	26347	13564	13965	24885	40812	20027	43240	22194	39095	25018	91322	17056	86929	21359	10710	24710	31208	17576	83326	14767
Lrp1	21578	23830	24933	29550	37979	28386	31695	30479	40142	17480	27395	26332	13125	58125	20763	27548	21841	16859	44732	21662	36024	64017	20800	31515	42973	19912	32239	60608	31376	56635	20757	39833	19762	15790	37294	31189	17415	13543	25153	51717	21020	48052	21682	33415	19894	85988	12795	61305	22019	11335	18965	28465	19801	87816	13558
Thy1	24558	22625	22813	23936	23331	27259	32776	22221	32596	15607	23044	22138	12550	47474	18099	23342	19392	17400	36604	11224	20383	46659	12328	19265	24708	11947	16711	32511	17607	40078	11954	28159	16290	12146	28439	23749	12859	12222	21713	33886	19087	41618	20105	35704	22764	90630	15271	88417	19799	10397	22438	27500	16184	81680	12738
Fkbp1a	15437	16152	12662	15760	17837	18551	17453	22056	27936	11819	20909	19405	10018	41770	17193	20258	16579	13928	32900	23038	37720	75056	22269	36087	51071	21530	34362	62195	36906	65308	23495	32723	12554	11286	26699	20261	10516	9986	18952	37245	15217	29172	16232	34546	21548	78403	13239	43277	18207	10329	20626	28134	14799	74771	12173
Atp6v1b2	39471	34451	30150	36155	31547	40783	45382	36039	32461	15303	26170	22954	12777	52888	21819	25630	20644	20674	46956	17161	30033	60538	18201	26608	35882	17517	25168	46439	25843	53553	17705	38655	22030	15129	40284	31526	17061	16037	30769	47193	24984	49344	27171	42347	26080	99006	17694	51851	22411	12516	26779	33801	18178	90886	15348
Disp2	27512	26750	23352	23437	23069	30181	30232	27624	24100	9607	15118	16624	10500	42451	13451	19811	16655	10431	39151	6661	11472	23960	6896	10645	13047	6631	9256	19625	9509	22340	6585	25998	11798	8742	20615	16912	9474	8552	16127	24895	13784	28183	14722	44880	22779	95970	15226	27239	22116	12677	23349	32576	17968	93643	14389
Prkar1b	27334	19339	16600	21544	16342	21449	29655	15797	34452	12407	24625	23692	14290	56219	22992	28456	21754	12356	54568	15047	29801	54319	15680	25871	34938	16632	21852	46672	26635	46956	15113	42811	23080	15551	41127	35576	18482	16163	31120	47457	27158	54273	27040	43879	23349	90550	13555	38047	20940	9948	20799	29044	17410	85902	13603
Napb	43401	32975	28864	33962	27306	37831	43884	34788	20632	8335	18257	14779	8688	35591	17688	18257	13619	7890	36276	9650	18490	36100	11376	15964	18793	10136	14960	26909	13450	31647	11179	28240	16771	11353	30696	22045	13009	12146	24133	33032	18765	38715	20409	40980	24900	97718	17778	30606	21245	11714	26945	33019	17138	91925	15381
Epb41l1	29787	31112	26245	28290	26653	35261	34146	22404	33536	13769	28241	24324	12482	58006	19893	25277	20310	7229	44024	21001	32880	61339	20309	33017	37842	20180	29811	58134	27717	63091	22048	37692	18452	14995	35748	31451	15060	15322	27282	51396	22326	48774	22661	35543	19968	84144	13509	28597	20057	11703	22501	27322	16585	89230	12730
Tcf25	17808	14753	10976	14650	18705	14342	16633	15041	32215	13192	26492	22326	12307	54584	20395	23105	19011	10182	44338	13428	25476	50916	17260	20457	29325	16176	23016	37904	21410	48417	15387	34323	19213	14105	35467	26579	14490	15287	26116	41646	20653	47192	23144	39768	21942	94209	17598	36089	19763	11385	25916	30678	17188	88894	15246
